condition,learner,seed,estimator,estimate,se,ci_low,ci_high,true_ate,true_sample_ate,treatment_rate,min_propensity,max_propensity,clipped_fraction
linear_low_confounding,linear,16,outcome-regression,0.9574283679846233,0.011093152397161986,0.9356857892861857,0.9791709466830608,1.0,1.0182879148631516,0.51175,0.14347176546363977,0.8446329755542764,0.0
linear_low_confounding,linear,16,ipw,0.953017512954543,0.05543429141343475,0.8443663017842109,1.061668724124875,1.0,1.0182879148631516,0.51175,0.14347176546363977,0.8446329755542764,0.0
linear_low_confounding,linear,16,aipw,0.9638025720092939,0.03464830180620833,0.8958919004691256,1.0317132435494623,1.0,1.0182879148631516,0.51175,0.14347176546363977,0.8446329755542764,0.0
linear_low_confounding,linear,17,difference-in-means,1.5233809683695356,0.05075391911333986,1.4239032869073895,1.6228586498316817,1.0,1.004474647893656,0.50575,0.13816067985002362,0.8921818786847213,0.0
linear_low_confounding,linear,17,outcome-regression,0.9371837150310396,0.010574309811018331,0.9164580678014437,0.9579093622606355,1.0,1.004474647893656,0.50575,0.13816067985002362,0.8921818786847213,0.0
linear_low_confounding,linear,17,ipw,0.9353172312997933,0.05592116639944054,0.8257117451568898,1.0449227174426967,1.0,1.004474647893656,0.50575,0.13816067985002362,0.8921818786847213,0.0
linear_low_confounding,linear,17,aipw,0.93369603592977,0.034434695380447994,0.866204032984092,1.0011880388754482,1.0,1.004474647893656,0.50575,0.13816067985002362,0.8921818786847213,0.0
linear_low_confounding,linear,18,difference-in-means,1.6212415654449093,0.05100474279034259,1.5212722695758378,1.7212108613139807,1.0,0.9989268596807399,0.4945,0.12207662393147707,0.8431352118528452,0.0
linear_low_confounding,linear,18,outcome-regression,1.0498387047889883,0.010653414147646808,1.0289580130596006,1.070719396518376,1.0,0.9989268596807399,0.4945,0.12207662393147707,0.8431352118528452,0.0
linear_low_confounding,linear,18,ipw,1.053780791013552,0.054801921927747174,0.9463690240351674,1.1611925579919364,1.0,0.9989268596807399,0.4945,0.12207662393147707,0.8431352118528452,0.0
linear_low_confounding,linear,18,aipw,1.0530001646020493,0.03391523787184462,0.9865262983732338,1.1194740308308646,1.0,0.9989268596807399,0.4945,0.12207662393147707,0.8431352118528452,0.0
